200	0.6	0.02	0.02	050	0.442	0.091
200	0.6	0.02	0.02	100	0.436	0.092
200	0.6	0.02	0.02	150	0.445	0.091
200	0.6	0.02	0.02	200	0.441	0.086
200	0.6	0.02	0.02	250	0.437	0.084
200	0.6	0.02	0.02	300	0.441	0.092
200	0.6	0.02	0.02	350	0.435	0.089
200	0.6	0.02	0.02	400	0.439	0.085
50	0.6	0.02	0.02	001	0.431	0.075
50	0.6	0.02	0.02	002	0.437	0.080
50	0.6	0.02	0.02	003	0.434	0.079
50	0.6	0.02	0.02	004	0.433	0.083
50	0.6	0.02	0.02	005	0.427	0.078
50	0.6	0.02	0.02	006	0.431	0.077
50	0.6	0.02	0.02	007	0.427	0.072
50	0.6	0.02	0.02	008	0.423	0.078
50	0.6	0.02	0.02	009	0.422	0.076
50	0.6	0.02	0.02	010	0.422	0.076
50	0.6	0.02	0.02	011	0.422	0.079
50	0.6	0.02	0.02	012	0.423	0.074
50	0.6	0.02	0.02	013	0.426	0.081
50	0.6	0.02	0.02	014	0.421	0.081
50	0.6	0.02	0.02	015	0.420	0.078
50	0.6	0.02	0.02	016	0.425	0.081
50	0.6	0.02	0.02	017	0.425	0.079
50	0.6	0.02	0.02	018	0.420	0.077
50	0.6	0.02	0.02	019	0.420	0.080
50	0.6	0.02	0.02	020	0.420	0.080
50	0.6	0.02	0.02	021	0.416	0.073
50	0.6	0.02	0.02	022	0.423	0.078
50	0.6	0.02	0.02	023	0.419	0.075
50	0.6	0.02	0.02	024	0.422	0.077
50	0.6	0.02	0.02	025	0.419	0.074
50	0.6	0.02	0.02	026	0.420	0.079
50	0.6	0.02	0.02	027	0.421	0.077
50	0.6	0.02	0.02	028	0.418	0.080
50	0.6	0.02	0.02	029	0.421	0.079
50	0.6	0.02	0.02	030	0.418	0.076
50	0.6	0.02	0.02	031	0.422	0.077
50	0.6	0.02	0.02	032	0.423	0.078
50	0.6	0.02	0.02	033	0.418	0.075
50	0.6	0.02	0.02	034	0.421	0.080
50	0.6	0.02	0.02	035	0.417	0.075
50	0.6	0.02	0.02	036	0.415	0.076
50	0.6	0.02	0.02	037	0.417	0.078
50	0.6	0.02	0.02	038	0.417	0.079
50	0.6	0.02	0.02	039	0.417	0.077
50	0.6	0.02	0.02	040	0.419	0.076
50	0.6	0.02	0.02	041	0.417	0.075
50	0.6	0.02	0.02	042	0.410	0.073
50	0.6	0.02	0.02	043	0.415	0.074
50	0.6	0.02	0.02	044	0.416	0.074
50	0.6	0.02	0.02	045	0.415	0.075
50	0.6	0.02	0.02	046	0.413	0.078
50	0.6	0.02	0.02	047	0.418	0.074
50	0.6	0.02	0.02	048	0.416	0.076
50	0.6	0.02	0.02	049	0.417	0.073
50	0.6	0.02	0.02	050	0.413	0.072
50	0.6	0.02	0.02	051	0.411	0.072
50	0.6	0.02	0.02	052	0.414	0.076
50	0.6	0.02	0.02	053	0.413	0.078
50	0.6	0.02	0.02	054	0.413	0.077
50	0.6	0.02	0.02	055	0.411	0.078
50	0.6	0.02	0.02	056	0.412	0.075
50	0.6	0.02	0.02	057	0.414	0.077
50	0.6	0.02	0.02	058	0.418	0.079
50	0.6	0.02	0.02	059	0.414	0.078
50	0.6	0.02	0.02	060	0.419	0.081
50	0.6	0.02	0.02	061	0.417	0.082
50	0.6	0.02	0.02	062	0.412	0.078
50	0.6	0.02	0.02	063	0.411	0.077
50	0.6	0.02	0.02	064	0.417	0.077
50	0.6	0.02	0.02	066	0.412	0.076
50	0.6	0.02	0.02	067	0.416	0.074
50	0.6	0.02	0.02	068	0.414	0.074
50	0.6	0.02	0.02	069	0.411	0.070
50	0.6	0.02	0.02	070	0.414	0.076
50	0.6	0.02	0.02	071	0.418	0.077
50	0.6	0.02	0.02	072	0.413	0.075
50	0.6	0.02	0.02	073	0.413	0.072
50	0.6	0.02	0.02	074	0.415	0.075
50	0.6	0.02	0.02	075	0.413	0.074
50	0.6	0.02	0.02	076	0.411	0.075
50	0.6	0.02	0.02	077	0.412	0.076
50	0.6	0.02	0.02	078	0.411	0.074
50	0.6	0.02	0.02	079	0.411	0.074
50	0.6	0.02	0.02	080	0.411	0.072
50	0.6	0.02	0.02	081	0.407	0.074
50	0.6	0.02	0.02	082	0.405	0.074
50	0.6	0.02	0.02	083	0.407	0.071
50	0.6	0.02	0.02	084	0.410	0.072
50	0.6	0.02	0.02	085	0.410	0.070
50	0.6	0.02	0.02	086	0.414	0.072
50	0.6	0.02	0.02	087	0.415	0.072
50	0.6	0.02	0.02	088	0.413	0.073
50	0.6	0.02	0.02	089	0.412	0.072
50	0.6	0.02	0.02	090	0.410	0.072
50	0.6	0.02	0.02	091	0.409	0.072
50	0.6	0.02	0.02	092	0.408	0.074
50	0.6	0.02	0.02	093	0.410	0.073
50	0.6	0.02	0.02	094	0.411	0.074
50	0.6	0.02	0.02	095	0.408	0.073
50	0.6	0.02	0.02	096	0.411	0.074
50	0.6	0.02	0.02	097	0.412	0.074
50	0.6	0.02	0.02	098	0.412	0.072
50	0.6	0.02	0.02	099	0.412	0.073
50	0.6	0.02	0.02	100	0.413	0.071
