200	cos	20	0.5	090	0.443	0.083
200	cos	20	0.8	100	0.425	0.074
200	cos	20	0.8	080	0.426	0.075
200	cos	20	0.0	100	0.421	0.066
200	cos	20	0.0	080	0.418	0.068
200	cos	20	0.6	090	0.435	0.076
200	cos	20	0.3	100	0.436	0.075
200	cos	20	1.0	100	0.416	0.066
200	cos	20	0.3	080	0.433	0.075
200	cos	20	1.0	080	0.419	0.064
200	cos	20	0.8	090	0.426	0.075
200	cos	20	0.5	100	0.444	0.082
200	cos	20	0.5	080	0.440	0.083
200	cos	20	0.0	090	0.420	0.068
200	cos	20	0.0	070	0.420	0.072
200	cos	20	0.6	100	0.436	0.077
200	cos	20	1.0	090	0.416	0.066
200	cos	20	0.6	080	0.433	0.074
200	cos	20	0.3	090	0.436	0.076
200	cos	20	0.3	070	0.433	0.074
200	cos	20	0.5	070	0.439	0.082
200	cos	20	0.8	060	0.427	0.073
200	cos	20	0.5	050	0.438	0.088
200	cos	20	0.0	060	0.425	0.069
200	cos	20	0.6	070	0.436	0.075
200	cos	20	0.0	040	0.422	0.066
200	cos	20	1.0	060	0.423	0.067
200	cos	20	0.3	060	0.431	0.073
200	cos	20	0.6	050	0.431	0.075
200	cos	20	0.3	040	0.433	0.073
200	cos	20	0.8	070	0.428	0.073
200	cos	20	0.5	060	0.438	0.081
200	cos	20	0.8	050	0.425	0.074
200	cos	20	0.0	050	0.420	0.071
200	cos	20	0.5	040	0.433	0.088
200	cos	20	1.0	070	0.421	0.065
200	cos	20	0.6	060	0.434	0.076
200	cos	20	1.0	050	0.420	0.062
200	cos	20	0.3	050	0.433	0.074
200	cos	20	0.6	040	0.427	0.074
200	cos	20	0.5	030	0.428	0.087
200	cos	20	0.8	040	0.424	0.073
200	cos	20	0.8	020	0.422	0.073
200	cos	20	0.0	020	0.419	0.067
200	cos	20	0.5	010	0.421	0.077
200	cos	20	0.6	030	0.421	0.070
200	cos	20	1.0	040	0.420	0.070
200	cos	20	1.0	020	0.418	0.063
200	cos	20	0.3	020	0.422	0.068
200	cos	20	0.6	010	0.416	0.071
200	cos	20	0.8	030	0.423	0.070
200	cos	20	0.0	030	0.419	0.070
200	cos	20	0.5	020	0.427	0.086
200	cos	20	0.0	010	0.418	0.070
200	cos	20	1.0	030	0.422	0.066
200	cos	20	0.8	010	0.423	0.072
200	cos	20	0.3	030	0.430	0.074
200	cos	20	0.6	020	0.422	0.069
200	cos	20	1.0	010	0.421	0.069
200	cos	20	0.3	010	0.415	0.067
200	cos	20	0.0	000	0.419	0.067
200	cos	20	0.8	000	0.419	0.067
200	cos	20	0.3	000	0.419	0.067
200	cos	20	1.0	000	0.419	0.067
200	cos	20	0.5	000	0.419	0.067
200	cos	20	0.6	000	0.419	0.067
