/data/wikipedia/2016-06-21/topic-models/topic.256-400.first-2000.alpha-0001.beta-00002.model.ssv	0.469	0.006
/data/wikipedia/2016-06-21/topic-models/topic.256-400.first-2000.alpha-0001.beta-0001.model.ssv	0.475	0.007
/data/wikipedia/2016-06-21/topic-models/topic.256-400.first-2000.alpha-0001.beta-001.model.ssv	0.494	0.009
/data/wikipedia/2016-06-21/topic-models/topic.256-400.first-2000.alpha-001.beta-00002.model.ssv	0.475	0.007
/data/wikipedia/2016-06-21/topic-models/topic.256-400.first-2000.alpha-001.beta-0001.model.ssv	0.476	0.007
/data/wikipedia/2016-06-21/topic-models/topic.256-400.first-2000.alpha-001.beta-001.model.ssv	0.495	0.009
/data/wikipedia/2016-06-21/topic-models/topic.256-400.first-2000.alpha-00002.beta-001.model.ssv	0.478	0.007
/data/wikipedia/2016-06-21/topic-models/topic.256-400.first-2000.alpha-00002.beta-0001.model.ssv	0.470	0.006
/data/wikipedia/2016-06-21/topic-models/topic.256-400.first-2000.alpha-00002.beta-00002.model.ssv	0.470	0.006
